user_id,lang,ref_link,balance,ref_count,wallet,balance_q,current_task
435263945,ru,https://t.me/b1coin_bot?start=435263945,0,0,...,0,0
435859945,ru,https://t.me/b1coin_bot?start=435859945,0,0,...,0,0
436789729,ru,https://t.me/b1coin_bot?start=436789729,200,1,UQD5PFAqkqGQhslKs9v12eiSmttEWgtaAYTWe1ITC4fsDeu5,0,0
442782047,ru,https://t.me/b1coin_bot?start=442782047,0,0,...,0,0
445550530,,https://t.me/b1coin_bot?start=445550530,50,0,...,0,0
446952475,ru,https://t.me/b1coin_bot?start=446952475,0,0,...,0,0
448356035,ru,https://t.me/b1coin_bot?start=448356035,0,0,...,0,0
451387377,ru,https://t.me/b1coin_bot?start=451387377,0,0,...,0,0
455469090,ru,https://t.me/b1coin_bot?start=455469090,0,0,...,0,0
463134079,ru,https://t.me/b1coin_bot?start=463134079,0,0,...,0,0
465765096,ru,https://t.me/b1coin_bot?start=465765096,0,0,...,0,0
469051780,ru,https://t.me/b1coin_bot?start=469051780,1900,0,UQBYmtS5tTMR5Rkv1cDxop6m8A6rM6m8H4gdALAui59Zl9Wv,350,19
472394535,ru,https://t.me/b1coin_bot?start=472394535,1250,1,...,350,17
472658322,ru,https://t.me/b1coin_bot?start=472658322,0,0,...,0,0
474132694,ru,https://t.me/b1coin_bot?start=474132694,0,0,...,0,0
477360273,ru,https://t.me/b1coin_bot?start=477360273,1450,3,...,350,12
478503609,ru,https://t.me/b1coin_bot?start=478503609,0,0,...,0,0
478921871,ru,https://t.me/b1coin_bot?start=478921871,2350,3,...,350,13
479272683,ru,https://t.me/b1coin_bot?start=479272683,1650,1,UQDOzdRRAOwclcPwmv2tmvH_V5DbcEBwQGn2n7D5oZrFm8mz,350,13
488926771,ru,https://t.me/b1coin_bot?start=488926771,700,1,...,0,2
491307385,ru,https://t.me/b1coin_bot?start=491307385,900,1,...,0,3
492152555,ru,https://t.me/b1coin_bot?start=492152555,0,0,...,0,0
493043562,ru,https://t.me/b1coin_bot?start=493043562,0,0,...,0,0
502766543,ru,https://t.me/b1coin_bot?start=502766543,200,0,...,0,1
504042918,ru,https://t.me/b1coin_bot?start=504042918,2600,0,UQAZx5tafddW_EDEJI4tRUKdgdQ41M0ieEV-o6AmP657hPdC,350,17
509255102,ru,https://t.me/b1coin_bot?start=509255102,0,0,...,0,0
510400549,ru,https://t.me/b1coin_bot?start=510400549,1950,2,UQC_PxlZt1Xph8H5ymDtLV2kpQIysqD1J0oDTVG4zVlynuYb,350,14
515180082,ru,https://t.me/b1coin_bot?start=515180082,1800,8,UQC5_2oAZbRD3KSFxFcxUDveg6a6vylVH6w3so6uaESPbIGJ,0,1
524366824,ru,https://t.me/b1coin_bot?start=524366824,0,0,...,0,0
530872277,ru,https://t.me/b1coin_bot?start=530872277,0,0,...,0,0
531350897,ru,https://t.me/b1coin_bot?start=531350897,200,0,...,0,1
538784658,ru,https://t.me/b1coin_bot?start=538784658,200,1,UQBO1B_LXKueMUBh6sDP9aj4dITuGkSkjXWNZHOqeAny7UVV,0,0
545094071,ru,https://t.me/b1coin_bot?start=545094071,200,0,...,0,1
554063021,ru,https://t.me/b1coin_bot?start=554063021,0,0,...,0,0
554531639,ru,https://t.me/b1coin_bot?start=554531639,0,0,...,0,0
555063604,,https://t.me/b1coin_bot?start=555063604,50,0,...,0,0
558541521,ru,https://t.me/b1coin_bot?start=558541521,2350,3,UQBSK0XvSqeAgcWNUtqltA9oexMTUZsDynWq1rqHaMBjyvWl,350,14
562494429,ru,https://t.me/b1coin_bot?start=562494429,800,1,...,100,6
573851144,ru,https://t.me/b1coin_bot?start=573851144,900,1,...,0,3
575391180,ru,https://t.me/b1coin_bot?start=575391180,200,1,...,0,0
581095897,ru,https://t.me/b1coin_bot?start=581095897,3200,5,...,350,17
583490408,,https://t.me/b1coin_bot?start=583490408,50,0,...,0,0
609413458,,https://t.me/b1coin_bot?start=609413458,50,0,...,0,0
609496670,ru,https://t.me/b1coin_bot?start=609496670,2350,1,UQBMryAwfy1wTmu1ax9o7K6RPFkjzZj6JZV_D4V6yjd2oICn,300,17
613576899,ru,https://t.me/b1coin_bot?start=613576899,0,0,...,0,0
616706758,ru,https://t.me/b1coin_bot?start=616706758,0,0,...,0,0
618095606,ru,https://t.me/b1coin_bot?start=618095606,0,0,...,0,0
619976272,ru,https://t.me/b1coin_bot?start=619976272,1650,1,...,350,12
620482055,ru,https://t.me/b1coin_bot?start=620482055,0,0,...,0,0
628699075,ru,https://t.me/b1coin_bot?start=628699075,2250,2,UQBJO--4p2jA0f8OwWfFEaDmd6O1uroUQi_UC2NtB1tgsvWI,300,14
639935884,ru,https://t.me/b1coin_bot?start=639935884,2350,3,UQB1DDtIuWfKwZolHiyHDCihFLcb9rhVWmswdBQkBeTt7LU2,350,17
658292214,ru,https://t.me/b1coin_bot?start=658292214,1050,1,UQCgcE-LoY3ZeKReW6MitjRXuoaj2OT2ZAiZ4mIT3llURONA,350,17
663490067,ru,https://t.me/b1coin_bot?start=663490067,0,0,...,0,0
666878258,ru,https://t.me/b1coin_bot?start=666878258,0,0,...,0,0
672351482,ru,https://t.me/b1coin_bot?start=672351482,0,0,...,0,0
694630556,ru,https://t.me/b1coin_bot?start=694630556,1750,1,UQCxoX9APG6NcIPmD_RayR5qWQpLaMTdfBBtStyIVq4-Lj2b,350,17
698092730,ru,https://t.me/b1coin_bot?start=698092730,0,0,...,0,0
700193519,ru,https://t.me/b1coin_bot?start=700193519,0,0,...,0,0
700608341,,https://t.me/b1coin_bot?start=700608341,0,0,...,0,0
706771015,ru,https://t.me/b1coin_bot?start=706771015,0,0,...,0,0
721572048,ru,https://t.me/b1coin_bot?start=721572048,0,0,...,0,0
735199923,,https://t.me/b1coin_bot?start=735199923,50,0,...,0,0
736133851,ru,https://t.me/b1coin_bot?start=736133851,500,0,...,0,2
737691383,ru,https://t.me/b1coin_bot?start=737691383,0,0,...,0,0
739385042,ru,https://t.me/b1coin_bot?start=739385042,2300,4,UQAzEM_KBtlKg4hQMydFhS5FVbiFHFkn_GmSSpIXvatXOeJ8,350,16
742721055,,https://t.me/b1coin_bot?start=742721055,50,0,...,0,0
752989873,ru,https://t.me/b1coin_bot?start=752989873,0,0,...,0,0
753537417,ru,https://t.me/b1coin_bot?start=753537417,200,1,...,0,0
774847328,ru,https://t.me/b1coin_bot?start=774847328,2150,1,UQDYjAupLTnjLcQCIgohV7Zw-1nW-6KjhV9NsGjNqtG2HpOB,300,17
781095253,ru,https://t.me/b1coin_bot?start=781095253,0,0,...,0,0
784575243,,https://t.me/b1coin_bot?start=784575243,50,0,...,0,0
795931670,ru,https://t.me/b1coin_bot?start=795931670,0,0,...,0,0
804901118,ru,https://t.me/b1coin_bot?start=804901118,0,0,...,0,0
807596567,ru,https://t.me/b1coin_bot?start=807596567,0,0,...,0,0
810375221,ru,https://t.me/b1coin_bot?start=810375221,0,0,...,0,0
823173690,ru,https://t.me/b1coin_bot?start=823173690,900,2,...,0,2
826604230,ru,https://t.me/b1coin_bot?start=826604230,2400,1,UQCoTYhrQfCGwZ0pIIQgbfmA_84RnPq6ld_TBNy2NSwmjAHu,350,17
831292223,ru,https://t.me/b1coin_bot?start=831292223,0,0,...,0,0
848847473,ru,https://t.me/b1coin_bot?start=848847473,0,0,...,0,0
857736699,ru,https://t.me/b1coin_bot?start=857736699,0,0,...,0,0
859483166,ru,https://t.me/b1coin_bot?start=859483166,0,0,...,0,0
861249124,ru,https://t.me/b1coin_bot?start=861249124,2150,2,...,350,16
864908108,ru,https://t.me/b1coin_bot?start=864908108,2600,13,...,0,0
867991435,,https://t.me/b1coin_bot?start=867991435,50,0,...,0,0
869387959,ru,https://t.me/b1coin_bot?start=869387959,0,0,...,0,0
870902389,ru,https://t.me/b1coin_bot?start=870902389,2100,1,...,350,17
872335055,ru,https://t.me/b1coin_bot?start=872335055,500,0,...,0,2
881161279,ru,https://t.me/b1coin_bot?start=881161279,0,0,...,0,0
885775374,ru,https://t.me/b1coin_bot?start=885775374,2450,5,...,350,17
888855309,ru,https://t.me/b1coin_bot?start=888855309,1550,0,UQB22s512sImK1LRbx5uPOHDfLqUWy5KZJRC7khZod60yO7v,350,13
896544910,ru,https://t.me/b1coin_bot?start=896544910,0,0,...,0,0
898012406,ru,https://t.me/b1coin_bot?start=898012406,0,0,...,0,0
901161639,ru,https://t.me/b1coin_bot?start=901161639,1050,1,...,350,17
906157370,ru,https://t.me/b1coin_bot?start=906157370,0,0,...,0,0
917165075,,https://t.me/b1coin_bot?start=917165075,1050,4,...,0,1
922127893,ru,https://t.me/b1coin_bot?start=922127893,400,1,...,0,1
924268707,ru,https://t.me/b1coin_bot?start=924268707,0,0,...,0,0
928532588,,https://t.me/b1coin_bot?start=928532588,50,0,...,0,0
937603935,ru,https://t.me/b1coin_bot?start=937603935,0,0,...,0,0
957210672,ru,https://t.me/b1coin_bot?start=957210672,2600,2,UQC9eWYd6q14n4wZ0x9iFn546lyZgJOy_KoXwznPS20mgPqS,350,16
975691854,ru,https://t.me/b1coin_bot?start=975691854,0,0,...,0,0
976663320,ru,https://t.me/b1coin_bot?start=976663320,0,0,...,0,0
984468901,ru,https://t.me/b1coin_bot?start=984468901,0,0,...,0,0
989086858,,https://t.me/b1coin_bot?start=989086858,50,0,...,0,0
989845729,ru,https://t.me/b1coin_bot?start=989845729,0,0,...,0,0
990125958,ru,https://t.me/b1coin_bot?start=990125958,1050,0,...,350,17
1006362205,ru,https://t.me/b1coin_bot?start=1006362205,0,0,...,0,0
1011700290,ru,https://t.me/b1coin_bot?start=1011700290,0,0,...,0,0
1034331747,ru,https://t.me/b1coin_bot?start=1034331747,200,0,...,0,1
1041601138,ru,https://t.me/b1coin_bot?start=1041601138,0,0,...,0,0
1041822871,ru,https://t.me/b1coin_bot?start=1041822871,2350,3,...,350,12
1060808415,ru,https://t.me/b1coin_bot?start=1060808415,0,0,...,0,0
1061493134,ru,https://t.me/b1coin_bot?start=1061493134,0,0,...,0,0
1063114011,ru,https://t.me/b1coin_bot?start=1063114011,200,1,...,0,0
1063727049,ru,https://t.me/b1coin_bot?start=1063727049,1400,7,...,0,0
1066026854,ru,https://t.me/b1coin_bot?start=1066026854,4400,15,UQDAhsWx83L5usgrqIIbEmYs9_dum718hHQDIeqO1OqDu6Ph,350,17
1083361112,,https://t.me/b1coin_bot?start=1083361112,50,0,...,0,0
1084449265,ru,https://t.me/b1coin_bot?start=1084449265,200,1,...,0,0
1106166041,,https://t.me/b1coin_bot?start=1106166041,50,0,...,0,0
1109124895,ru,https://t.me/b1coin_bot?start=1109124895,0,0,...,0,0
1109950241,ru,https://t.me/b1coin_bot?start=1109950241,0,0,...,0,0
1125968220,ru,https://t.me/b1coin_bot?start=1125968220,0,0,...,0,0
1128440187,ru,https://t.me/b1coin_bot?start=1128440187,200,0,...,0,1
1129293641,ru,https://t.me/b1coin_bot?start=1129293641,0,0,...,0,0
1146337204,,https://t.me/b1coin_bot?start=1146337204,50,0,...,0,0
1151345183,ru,https://t.me/b1coin_bot?start=1151345183,0,0,...,0,0
1153620556,ru,https://t.me/b1coin_bot?start=1153620556,0,0,...,0,0
1164139460,ru,https://t.me/b1coin_bot?start=1164139460,0,0,...,0,0
1166869573,ru,https://t.me/b1coin_bot?start=1166869573,200,0,...,0,1
1169287501,ru,https://t.me/b1coin_bot?start=1169287501,0,0,...,0,0
1181642386,ru,https://t.me/b1coin_bot?start=1181642386,0,0,...,0,0
1183849034,ru,https://t.me/b1coin_bot?start=1183849034,0,0,...,0,0
1186630965,ru,https://t.me/b1coin_bot?start=1186630965,0,0,...,0,0
1187370901,ru,https://t.me/b1coin_bot?start=1187370901,0,0,...,0,0
1193975192,ru,https://t.me/b1coin_bot?start=1193975192,1650,2,UQAgoe4zpBT-RTr6h-AFdTxOLHRcQHggpjNDr6h_9LuxKBss,300,16
1201048769,ru,https://t.me/b1coin_bot?start=1201048769,200,0,...,0,1
1202973594,ru,https://t.me/b1coin_bot?start=1202973594,0,0,...,0,0
1213517067,ru,https://t.me/b1coin_bot?start=1213517067,850,0,...,350,17
1214308089,ru,https://t.me/b1coin_bot?start=1214308089,21000,100,UQAiPIaBtNhbx0_J-JMB2cyeJQAux2GO8mbdm4mYPJMnlHX2,300,17
1233624778,ru,https://t.me/b1coin_bot?start=1233624778,0,0,...,0,0
1238335506,,https://t.me/b1coin_bot?start=1238335506,50,0,...,0,0
1240891292,ru,https://t.me/b1coin_bot?start=1240891292,700,1,...,0,3
1248723675,,https://t.me/b1coin_bot?start=1248723675,50,0,...,0,0
1289226146,ru,https://t.me/b1coin_bot?start=1289226146,0,0,...,0,0
1290737947,,https://t.me/b1coin_bot?start=1290737947,50,0,...,0,0
1313383486,,https://t.me/b1coin_bot?start=1313383486,50,0,...,0,0
1326400859,ru,https://t.me/b1coin_bot?start=1326400859,0,0,...,0,0
1347314342,,https://t.me/b1coin_bot?start=1347314342,50,0,...,0,0
1350770216,ru,https://t.me/b1coin_bot?start=1350770216,0,0,...,0,0
1379207542,ru,https://t.me/b1coin_bot?start=1379207542,2250,4,UQBn0Jc48h20q5fQM-FBpYGe6MM6hfZZlsp_TmjkcvqCLVFv,350,13
1394524052,ru,https://t.me/b1coin_bot?start=1394524052,400,2,...,0,0
1396241578,ru,https://t.me/b1coin_bot?start=1396241578,0,0,...,0,0
1399099887,,https://t.me/b1coin_bot?start=1399099887,50,0,...,0,0
1413324874,ru,https://t.me/b1coin_bot?start=1413324874,0,0,...,0,0
1432511040,ru,https://t.me/b1coin_bot?start=1432511040,0,0,...,0,0
1444490424,ru,https://t.me/b1coin_bot?start=1444490424,0,0,...,0,0
1466770078,,https://t.me/b1coin_bot?start=1466770078,50,0,...,0,0
1475855356,ru,https://t.me/b1coin_bot?start=1475855356,1050,0,...,350,12
1490366194,,https://t.me/b1coin_bot?start=1490366194,50,0,...,0,0
1493499264,,https://t.me/b1coin_bot?start=1493499264,50,0,...,0,0
1514293067,ru,https://t.me/b1coin_bot?start=1514293067,0,0,...,0,0
1529056509,ru,https://t.me/b1coin_bot?start=1529056509,1750,0,...,350,12
1538501012,ru,https://t.me/b1coin_bot?start=1538501012,0,0,...,0,0
1542875075,ru,https://t.me/b1coin_bot?start=1542875075,0,0,...,0,0
1551416568,ru,https://t.me/b1coin_bot?start=1551416568,0,0,...,0,0
1595636852,ru,https://t.me/b1coin_bot?start=1595636852,0,0,...,0,0
1606425800,ru,https://t.me/b1coin_bot?start=1606425800,200,0,...,0,1
1624368319,ru,https://t.me/b1coin_bot?start=1624368319,0,0,...,0,0
1633650300,ru,https://t.me/b1coin_bot?start=1633650300,0,0,...,0,0
1637288274,ru,https://t.me/b1coin_bot?start=1637288274,0,0,...,0,0
1650769466,ru,https://t.me/b1coin_bot?start=1650769466,700,1,UQC8hvsgd06xOUvD-sfYMi4MUXidVbnF9rWjZ0Nq-1gQdVEe,0,2
1651691650,ru,https://t.me/b1coin_bot?start=1651691650,500,0,...,0,2
1659304391,ru,https://t.me/b1coin_bot?start=1659304391,0,0,...,0,0
1661454487,,https://t.me/b1coin_bot?start=1661454487,50,0,...,0,0
1668306632,ru,https://t.me/b1coin_bot?start=1668306632,0,0,...,0,0
1671263699,ru,https://t.me/b1coin_bot?start=1671263699,0,0,...,0,0
1675998704,ru,https://t.me/b1coin_bot?start=1675998704,2800,13,...,0,1
1677612789,,https://t.me/b1coin_bot?start=1677612789,0,0,...,0,0
1694212329,,https://t.me/b1coin_bot?start=1694212329,50,0,...,0,0
1725058226,ru,https://t.me/b1coin_bot?start=1725058226,200,1,...,0,0
1726498324,ru,https://t.me/b1coin_bot?start=1726498324,0,0,...,0,0
1733940643,ru,https://t.me/b1coin_bot?start=1733940643,0,0,...,0,0
1735563739,,https://t.me/b1coin_bot?start=1735563739,50,0,...,0,0
1745282267,ru,https://t.me/b1coin_bot?start=1745282267,0,0,...,0,0
1759041479,ru,https://t.me/b1coin_bot?start=1759041479,0,0,...,0,0
1762131118,ru,https://t.me/b1coin_bot?start=1762131118,0,0,...,0,0
1775173446,,https://t.me/b1coin_bot?start=1775173446,50,0,...,0,0
1802856362,ru,https://t.me/b1coin_bot?start=1802856362,500,0,...,0,3
1820743866,,https://t.me/b1coin_bot?start=1820743866,50,0,...,0,0
1839825275,,https://t.me/b1coin_bot?start=1839825275,50,0,...,0,0
1856462269,ru,https://t.me/b1coin_bot?start=1856462269,0,0,...,0,0
1876720761,ru,https://t.me/b1coin_bot?start=1876720761,0,0,...,0,0
1877762315,ru,https://t.me/b1coin_bot?start=1877762315,0,0,...,0,0
1880508030,,https://t.me/b1coin_bot?start=1880508030,50,0,...,0,0
1894064777,ru,https://t.me/b1coin_bot?start=1894064777,200,1,...,0,0
1908728367,ru,https://t.me/b1coin_bot?start=1908728367,200,0,UQCuMBe5tZiwfbn6YPt0g61r16hXFf4hW8kDliw5xQQ1FXLL,0,1
1933434576,ru,https://t.me/b1coin_bot?start=1933434576,1150,0,...,350,17
1939411979,ru,https://t.me/b1coin_bot?start=1939411979,500,0,...,0,3
1939562794,ru,https://t.me/b1coin_bot?start=1939562794,200,0,...,0,1
1948226117,ru,https://t.me/b1coin_bot?start=1948226117,0,0,...,0,0
1961008480,,https://t.me/b1coin_bot?start=1961008480,50,0,...,0,0
1978330339,ru,https://t.me/b1coin_bot?start=1978330339,0,0,...,0,0
1981737729,ru,https://t.me/b1coin_bot?start=1981737729,0,0,...,0,0
1987546468,ru,https://t.me/b1coin_bot?start=1987546468,0,0,...,0,0
2010316433,ru,https://t.me/b1coin_bot?start=2010316433,0,0,...,0,0
2043185750,ru,https://t.me/b1coin_bot?start=2043185750,0,0,...,0,0
2043264653,,https://t.me/b1coin_bot?start=2043264653,50,0,...,0,0
2085026510,ru,https://t.me/b1coin_bot?start=2085026510,0,0,...,0,0
2100496900,,https://t.me/b1coin_bot?start=2100496900,50,0,...,0,0
2109744657,ru,https://t.me/b1coin_bot?start=2109744657,0,0,...,0,0
2115994701,,https://t.me/b1coin_bot?start=2115994701,50,0,...,0,0
5001027411,ru,https://t.me/b1coin_bot?start=5001027411,0,0,...,0,0
5005707507,,https://t.me/b1coin_bot?start=5005707507,50,0,...,0,0
5011104885,ru,https://t.me/b1coin_bot?start=5011104885,1200,5,UQCDw_qWbUUTAnxdb3eIqqvmv6nUQH4RcRQmCsbgwchmi48q,0,1
5015716999,,https://t.me/b1coin_bot?start=5015716999,50,0,...,0,0
5041256993,,https://t.me/b1coin_bot?start=5041256993,50,0,...,0,0
5045336123,ru,https://t.me/b1coin_bot?start=5045336123,0,0,...,0,0
5063696074,ru,https://t.me/b1coin_bot?start=5063696074,0,0,...,0,0
5067983709,ru,https://t.me/b1coin_bot?start=5067983709,0,0,...,0,0
5100373117,ru,https://t.me/b1coin_bot?start=5100373117,200,1,...,0,0
5110926146,ru,https://t.me/b1coin_bot?start=5110926146,500,0,...,0,3
5120280225,ru,https://t.me/b1coin_bot?start=5120280225,0,0,...,0,0
5124472785,,https://t.me/b1coin_bot?start=5124472785,50,0,...,0,0
5131532714,,https://t.me/b1coin_bot?start=5131532714,50,0,...,0,0
5140090635,ru,https://t.me/b1coin_bot?start=5140090635,0,0,...,0,0
5144444581,ru,https://t.me/b1coin_bot?start=5144444581,0,0,...,0,0
5154534910,ru,https://t.me/b1coin_bot?start=5154534910,0,0,...,0,0
5157185290,ru,https://t.me/b1coin_bot?start=5157185290,0,0,...,0,0
5162718586,ru,https://t.me/b1coin_bot?start=5162718586,1650,0,UQDMuw35kroc6glWs9dPvbX1v1rrokc33KTddZRpbpwAGu8B,350,17
5172296419,ru,https://t.me/b1coin_bot?start=5172296419,700,1,UQAIkRAvEJizG7jqPPPJ9933TrzZ2s_jGiiY09NPvxJOdb4Y,0,2
5178254174,,https://t.me/b1coin_bot?start=5178254174,50,0,...,0,0
5187709637,,https://t.me/b1coin_bot?start=5187709637,50,0,...,0,0
5195992669,ru,https://t.me/b1coin_bot?start=5195992669,200,1,...,0,0
5200415388,ru,https://t.me/b1coin_bot?start=5200415388,0,0,...,0,0
5206199340,ru,https://t.me/b1coin_bot?start=5206199340,0,0,...,0,0
5214510073,ru,https://t.me/b1coin_bot?start=5214510073,0,0,...,0,0
5235390985,ru,https://t.me/b1coin_bot?start=5235390985,0,0,...,0,0
5239149990,ru,https://t.me/b1coin_bot?start=5239149990,0,0,...,0,0
5243931040,ru,https://t.me/b1coin_bot?start=5243931040,1000,0,...,350,17
5258130497,ru,https://t.me/b1coin_bot?start=5258130497,400,1,...,0,1
5274802665,ru,https://t.me/b1coin_bot?start=5274802665,0,0,...,0,0
5295701979,ru,https://t.me/b1coin_bot?start=5295701979,0,0,...,0,0
5304978161,ru,https://t.me/b1coin_bot?start=5304978161,1750,0,...,350,13
5313427018,,https://t.me/b1coin_bot?start=5313427018,50,0,...,0,0
5316128766,ru,https://t.me/b1coin_bot?start=5316128766,2650,3,UQBeHOtmjKKYdlW9SRLjgkhgLY3CWP9baPYQ4TkYu7_VuS_t,350,17
5323781341,,https://t.me/b1coin_bot?start=5323781341,50,0,...,0,0
5324759539,ru,https://t.me/b1coin_bot?start=5324759539,0,0,...,0,0
5329936225,,https://t.me/b1coin_bot?start=5329936225,50,0,...,0,0
5356372914,,https://t.me/b1coin_bot?start=5356372914,50,0,...,0,0
5367477584,ru,https://t.me/b1coin_bot?start=5367477584,0,0,...,0,0
5378653650,,https://t.me/b1coin_bot?start=5378653650,50,0,...,0,0
5380024451,,https://t.me/b1coin_bot?start=5380024451,50,0,...,0,0
5431352036,ru,https://t.me/b1coin_bot?start=5431352036,0,0,...,0,0
5445555382,ru,https://t.me/b1coin_bot?start=5445555382,0,0,...,0,0
5474082948,ru,https://t.me/b1coin_bot?start=5474082948,200,0,...,0,1
5474511281,ru,https://t.me/b1coin_bot?start=5474511281,0,0,...,0,0
5492331924,ru,https://t.me/b1coin_bot?start=5492331924,850,1,UQDhKJDt_NYNyuw83O-9cypbeYuXRnqbHmVhygjCyBxLtu50,150,17
5502685503,ru,https://t.me/b1coin_bot?start=5502685503,0,0,...,0,0
5513808656,,https://t.me/b1coin_bot?start=5513808656,50,0,...,0,0
5555201468,ru,https://t.me/b1coin_bot?start=5555201468,0,0,...,0,0
